raw_name,canonical_brand,manufacturer_id,status,tier,match_method
ToupTek(图谱),ToupTek(图谱),MFR-02978,candidate,B,new
Turtle Wax(龟牌),Turtle Wax(龟牌),MFR-02997,candidate,B,new
Tonghui(同惠),Tonghui(同惠),MFR-02975,candidate,B,new
TCS(汤诚),TCS(汤诚),MFR-02823,candidate,B,new
techpoint,techpoint,MFR-03548,candidate,B,new
TOHNICHI(东日),TOHNICHI(东日),MFR-02891,candidate,B,new
Triangle(三角牌),Triangle(三角牌),MFR-02989,candidate,B,new
TRELIN(创联),TRELIN(创联),MFR-02916,candidate,B,new
TEMEIJU(特美居),TEMEIJU(特美居),MFR-02845,candidate,B,new
TROQ(创捷),TROQ(创捷),MFR-02918,candidate,B,new
TOPPOWER(南京拓微),TOPPOWER(南京拓微),MFR-02902,candidate,B,new
TFSS(德律风根),TFSS(德律风根),MFR-02856,candidate,B,new
TRX(特锐祥),TRX(特锐祥),MFR-02921,candidate,B,new
天球,天球,MFR-03655,review,A,new
TIQRI(天琪锐),TIQRI(天琪锐),MFR-02875,candidate,B,new
天色,天色,MFR-03656,review,A,new
TDK,TDK Corporation,MFR-02827,active,A,seed_alias
TR(湖北天瑞),TR(湖北天瑞),MFR-02914,candidate,B,new
TM(天微),TM(天微),MFR-02883,candidate,B,new
TASTEK(塔石),TASTEK(塔石),MFR-02817,candidate,B,new
TIANCAI(添彩),TIANCAI(添彩),MFR-02870,candidate,B,new
TAIYO YUDEN(太诱),TAIYO YUDEN(太诱),MFR-02807,candidate,B,new
Tokmas(托克马斯),Tokmas(托克马斯),MFR-02973,candidate,B,new
TOSHIBA(东芝),TOSHIBA(东芝),MFR-02906,candidate,B,new
TXC(晶技),TXC(晶技),MFR-02937,candidate,B,new
TIANYUANJIECHENG(天缘捷成),TIANYUANJIECHENG(天缘捷成),MFR-02873,candidate,B,new
techphant(技象科技),techphant(技象科技),MFR-03547,candidate,B,new
TOTEN(图腾),TOTEN(图腾),MFR-02907,candidate,B,new
TOWE(同为),TOWE(同为),MFR-02908,candidate,B,new
TITAN Haptics(泰坦触觉),TITAN Haptics(泰坦触觉),MFR-02876,candidate,B,new
TTC(全耀),TTC(全耀),MFR-02927,candidate,B,new
TEFOO(圭石),TEFOO(圭石),MFR-02839,candidate,B,new
TKS(兴勤),TKS(兴勤),MFR-02879,candidate,B,new
TT Electronics,TT Electronics,MFR-02925,candidate,B,new
TC(德昌),TC(德昌),MFR-02821,candidate,B,new
TAITIEN(泰艺电子),TAITIEN(泰艺电子),MFR-02806,candidate,B,new
Transko,Transko,MFR-02980,candidate,B,new
Truphone,Truphone,MFR-02994,candidate,B,new
Tyco Electronics,TE Connectivity,MFR-02832,active,A,seed_alias
Trenz Electronic,Trenz Electronic,MFR-02983,candidate,B,new
Tri-Mag,Tri-Mag,MFR-02984,candidate,B,new
Tycon Systems,Tycon Systems,MFR-03000,candidate,B,new
TAI-TECH(台庆),TAI-TECH(台庆),MFR-02805,candidate,B,new
Terabee,Terabee,MFR-02964,candidate,B,new
Tell-i,Tell-i,MFR-02958,candidate,B,new
TOCOS(东高志),TOCOS(东高志),MFR-02889,candidate,B,new
Tenda(腾达),Tenda(腾达),MFR-02961,candidate,B,new
Tronics,Tronics,MFR-02991,candidate,B,new
TDK InvenSense(应美盛),TDK InvenSense(应美盛),MFR-02828,candidate,B,new
TANE ALARM PRODUCTS,TANE ALARM PRODUCTS,MFR-02811,candidate,B,new
Tekscan,Tekscan,MFR-02953,candidate,B,new
TEKTELIC Communications,TEKTELIC Communications,MFR-02840,candidate,B,new
Tecate Group,Tecate Group,MFR-02947,candidate,B,new
TechTools,TechTools,MFR-02949,candidate,B,new
TPK America LLC,TPK America LLC,MFR-02911,candidate,B,new
TextSpeak,TextSpeak,MFR-02967,candidate,B,new
T-Global Technology,T-Global Technology,MFR-02804,candidate,B,new
TEWA Sensors,TEWA Sensors,MFR-02854,candidate,B,new
TinyCircuits,TinyCircuits,MFR-02972,candidate,B,new
ThingMagic,ThingMagic,MFR-02968,candidate,B,new
Thinxtra,Thinxtra,MFR-02969,candidate,B,new
Techcode(泰德),Techcode(泰德),MFR-02950,candidate,B,new
台湾陆海,台湾陆海,MFR-03634,candidate,B,new
Tallysman,Tallysman,MFR-02944,candidate,B,new
Taiwan Chinsan,Taiwan Chinsan,MFR-02942,candidate,B,new
TGS,TGS,MFR-02859,review,A,new
Twin Industries,Twin Industries,MFR-02999,candidate,B,new
TubeDepot,TubeDepot,MFR-02996,candidate,B,new
Tusonix,Tusonix,MFR-02998,candidate,B,new
TORCH(火炬),TORCH(火炬),MFR-02904,candidate,B,new
TANNCOT(纤科特),TANNCOT(纤科特),MFR-02815,candidate,B,new
TELEGARTNER,TELEGARTNER,MFR-02844,candidate,B,new
TCL,TCL,MFR-02822,review,A,new
TOPSKYS,TOPSKYS,MFR-02903,candidate,B,new
TAPING QUEEN(编带女王),TAPING QUEEN(编带女王),MFR-02816,candidate,B,new
TAYOR(通用),TAYOR(通用),MFR-02818,candidate,B,new
TANKSTORM,TANKSTORM,MFR-02814,candidate,B,new
同晶,同晶,MFR-03638,review,A,new
TriBrer(信测),TriBrer(信测),MFR-02986,candidate,B,new
TEAPO(智宝),TEAPO(智宝),MFR-02837,candidate,B,new
TOPAZCON(黄宝石),TOPAZCON(黄宝石),MFR-02900,candidate,B,new
TengHu(腾户),TengHu(腾户),MFR-02962,candidate,B,new
TES(泰仕),TES(泰仕),MFR-02849,candidate,B,new
Triad Semiconductor,Triad Semiconductor,MFR-02988,candidate,B,new
TRQ(拓尔奇),TRQ(拓尔奇),MFR-02919,candidate,B,new
TUYA(涂鸦),TUYA(涂鸦),MFR-02932,candidate,B,new
Toponelec(拓宜),Toponelec(拓宜),MFR-02976,candidate,B,new
THAT,THAT,MFR-02861,review,A,new
TBK(深旺达),TBK(深旺达),MFR-02820,candidate,B,new
TOPLIA(拓利亚),TOPLIA(拓利亚),MFR-02901,candidate,B,new
Leader(统帅),Leader(统帅),MFR-01749,candidate,B,new
TDD(台冠电子),TDD(台冠电子),MFR-02825,candidate,B,new
TRACO POWER,TRACO POWER,MFR-02915,candidate,B,new
TONG(东明),TONG(东明),MFR-02893,candidate,B,new
THine(赛恩),THine(赛恩),MFR-02867,candidate,B,new
TANCAP(容电),TANCAP(容电),MFR-02810,candidate,B,new
TDO(冠显光电),TDO(冠显光电),MFR-02830,candidate,B,new
TAKENOW(铁朗),TAKENOW(铁朗),MFR-02809,candidate,B,new
TINBOB(更豪),TINBOB(更豪),MFR-02874,candidate,B,new
TOGIALED(统佳),TOGIALED(统佳),MFR-02890,candidate,B,new
TNK(讯康),TNK(讯康),MFR-02888,candidate,B,new
TPtamil(耐普星域),TPtamil(耐普星域),MFR-02913,candidate,B,new
Tamura,Tamura,MFR-02945,candidate,B,new
Tagore,Tagore,MFR-02939,candidate,B,new
TIANDUN(添盾),TIANDUN(添盾),MFR-02871,candidate,B,new
TRULIVA(沁园),TRULIVA(沁园),MFR-02920,candidate,B,new
Telit(泰利特),Telit(泰利特),MFR-02957,candidate,B,new
Tai-Action(泰为),Tai-Action(泰为),MFR-02940,candidate,B,new
TAJIMA(田岛),TAJIMA(田岛),MFR-02808,candidate,B,new
Tronovo(埃用),Tronovo(埃用),MFR-02992,candidate,B,new
Tyohm(幸亚电阻),Tyohm(幸亚电阻),MFR-03001,candidate,B,new
TKD(泰晶),TKD(泰晶),MFR-02878,candidate,B,new
Tongfeng(铜峰电子),Tongfeng(铜峰电子),MFR-02974,candidate,B,new
Tensility International,Tensility International,MFR-02963,candidate,B,new
Tri-Star Electronics,Tri-Star Electronics,MFR-02985,candidate,B,new
Terasic Inc,Terasic Inc,MFR-02965,candidate,B,new
Triplett,Triplett,MFR-02990,candidate,B,new
TPI (Test Products Int),TPI (Test Products Int),MFR-02910,candidate,B,new
Triad Magnetics,Triad Magnetics,MFR-02987,candidate,B,new
Thunder Component(帝谷),Thunder Component(帝谷),MFR-02970,candidate,B,new
TLC(竞沃),TLC(竞沃),MFR-02880,candidate,B,new
Telemecanique(特勒美科),Telemecanique(特勒美科),MFR-02956,candidate,B,new
Tempo Communications,Tempo Communications,MFR-02960,candidate,B,new
Techspray,Techspray,MFR-02952,candidate,B,new
Teledyne LeCroy,Teledyne LeCroy,MFR-02955,candidate,B,new
Taoglas,Taoglas,MFR-02946,candidate,B,new
TechNexion,TechNexion,MFR-02948,candidate,B,new
TMYTEK,TMYTEK,MFR-02887,candidate,B,new
TDG(天通),TDG(天通),MFR-02826,candidate,B,new
Talema,Talema,MFR-02943,candidate,B,new
TSE,TSE,MFR-02923,review,A,new
TWSC(德明利),TWSC(德明利),MFR-02936,candidate,B,new
Transphorm,Transphorm,MFR-02981,candidate,B,new
TELE Controls Inc,TELE Controls Inc,MFR-02841,candidate,B,new
Techflex,Techflex,MFR-02951,candidate,B,new
TW-EHC(恩鸿电子),TW-EHC(恩鸿电子),MFR-02933,candidate,B,new
TLSN(天利),TLSN(天利),MFR-02881,candidate,B,new
TXGA(特思嘉),TXGA(特思嘉),MFR-02938,candidate,B,new
"TTM Technologies, Inc.","TTM Technologies, Inc.",MFR-02928,candidate,B,new
THD(台华达),THD(台华达),MFR-02862,candidate,B,new
TRIUMPH CABLE(胜牌),TRIUMPH CABLE(胜牌),MFR-02917,candidate,B,new
Tektronix(泰克),Tektronix(泰克),MFR-02954,candidate,B,new
TENGEN(天正电气),TENGEN(天正电气),MFR-02846,candidate,B,new
TS(拓信),TS(拓信),MFR-02922,candidate,B,new
腾驰,腾驰,MFR-03790,review,A,new
TMI(拓尔微),TMI(拓尔微),MFR-02885,candidate,B,new
TP-LINK(普联),TP-LINK(普联),MFR-02909,candidate,B,new
TML(特米勒),TML(特米勒),MFR-02886,candidate,B,new
TONTEK(通泰),TONTEK(通泰),MFR-02896,candidate,B,new
TURCK,TURCK,MFR-02931,candidate,B,new
thinkplus,thinkplus,MFR-03550,candidate,B,new
TOP-EMC(韬略),TOP-EMC(韬略),MFR-02899,candidate,B,new
tesa(德莎),tesa(德莎),MFR-03549,candidate,B,new
TOJOIN(中冀联合),TOJOIN(中冀联合),MFR-02892,candidate,B,new
TST(嘉硕),TST(嘉硕),MFR-02924,candidate,B,new
Teltonika,Teltonika,MFR-02959,candidate,B,new
TIANSHUI(天水二一三),TIANSHUI(天水二一三),MFR-02872,candidate,B,new
天马微,天马微,MFR-03657,review,A,new
THERMOS(膳魔师),THERMOS(膳魔师),MFR-02864,candidate,B,new
泰洁雷拓,泰洁雷拓,MFR-03741,candidate,B,new
THREEV PRO(三维),THREEV PRO(三维),MFR-02866,candidate,B,new
TONSAN(可赛新),TONSAN(可赛新),MFR-02895,candidate,B,new
TI(德州仪器),TI(德州仪器),MFR-02868,candidate,B,new
TE Connectivity(泰科电子),TE Connectivity(泰科电子),MFR-02833,candidate,B,new
TDPOWER(腾达电源),TDPOWER(腾达电源),MFR-02831,candidate,B,new
TONVER(东威),TONVER(东威),MFR-02897,candidate,B,new
TG(南方泰科),TG(南方泰科),MFR-02857,candidate,B,new
TANGO Wind(天章风),TANGO Wind(天章风),MFR-02812,candidate,B,new
TANGO(天章),TANGO(天章),MFR-02813,candidate,B,new
TK(东信),TK(东信),MFR-02877,candidate,B,new
Diptronics(圜达),Diptronics(圜达),MFR-00736,candidate,B,new
Trafag AG,Trafag AG,MFR-02979,candidate,B,new
TECH PUBLIC(台舟),TECH PUBLIC(台舟),MFR-02838,candidate,B,new
TOREX(特瑞仕),TOREX(特瑞仕),MFR-02905,candidate,B,new
TELEDYNE COAX,TELEDYNE COAX,MFR-02842,candidate,B,new
TELEDYNE MIL SSR,TELEDYNE MIL SSR,MFR-02843,candidate,B,new
TESA TECHNOLOGY(特撒),TESA TECHNOLOGY(特撒),MFR-02850,candidate,B,new
TESTO(德图),TESTO(德图),MFR-02853,candidate,B,new
THOMAS & BETTS,THOMAS & BETTS,MFR-02865,candidate,B,new
TBF(天宝),TBF(天宝),MFR-02819,candidate,B,new
天堂,天堂,MFR-03654,review,A,new
TIAN CHEN(天辰仪表),TIAN CHEN(天辰仪表),MFR-02869,candidate,B,new
Tsddtester(特斯达),Tsddtester(特斯达),MFR-02995,candidate,B,new
TMC(台懋),TMC(台懋),MFR-02884,candidate,B,new
TUOZHAN(拓展光电),TUOZHAN(拓展光电),MFR-02930,candidate,B,new
TimeVision(传周科技),TimeVision(传周科技),MFR-02971,candidate,B,new
泰华电子,泰华电子,MFR-03740,candidate,B,new
U-BLOX(优北罗),U-BLOX(优北罗),MFR-03002,candidate,B,new
Ultrasilicon(极景微),Ultrasilicon(极景微),MFR-03030,candidate,B,new
Ubibot(轻松连),Ubibot(轻松连),MFR-03029,candidate,B,new
UTC(友顺),UTC(友顺),MFR-03027,candidate,B,new
UTICA(优迪佧),UTICA(优迪佧),MFR-03028,candidate,B,new
United Imaging(联影微),United Imaging(联影微),MFR-03036,candidate,B,new
UNIFIVE,UNIFIVE,MFR-03015,candidate,B,new
UNITED(怡德),UNITED(怡德),MFR-03016,candidate,B,new
USEFUL(宇生富),USEFUL(宇生富),MFR-03024,candidate,B,new
UNI-ROYAL(厚声),UNI-ROYAL(厚声),MFR-03013,candidate,B,new
UROVO(优博讯),UROVO(优博讯),MFR-03020,candidate,B,new
Unictron(咏业),Unictron(咏业),MFR-03031,candidate,B,new
US Electronics,US Electronics,MFR-03021,candidate,B,new
US-Lasers,US-Lasers,MFR-03022,candidate,B,new
Unirise USA,Unirise USA,MFR-03034,candidate,B,new
UOWO(优沃),UOWO(优沃),MFR-03018,candidate,B,new
紫光展锐,紫光展锐,MFR-03782,candidate,B,new
UNICON,UNICON,MFR-03014,candidate,B,new
USound GmbH,USound GmbH,MFR-03026,candidate,B,new
UDOO,UDOO,MFR-03005,review,A,new
U-WORK(优工),U-WORK(优工),MFR-03003,candidate,B,new
UHV-POWER(冠优电源),UHV-POWER(冠优电源),MFR-03008,candidate,B,new
UPsemi(芯熠微),UPsemi(芯熠微),MFR-03019,candidate,B,new
UE(华富电子),UE(华富电子),MFR-03006,candidate,B,new
UMaxconn(友贸),UMaxconn(友贸),MFR-03009,candidate,B,new
UNEO,UNEO,MFR-03011,review,A,new
UGREEN(绿联),UGREEN(绿联),MFR-03007,candidate,B,new
USR(有人物联网),USR(有人物联网),MFR-03025,candidate,B,new
Union(英联),Union(英联),MFR-03033,candidate,B,new
uni-silent(连和),uni-silent(连和),MFR-03552,candidate,B,new
USAKRO(美韩),USAKRO(美韩),MFR-03023,candidate,B,new
UNI(三菱文具),UNI(三菱文具),MFR-03012,candidate,B,new
Universal Microelectronics,Universal Microelectronics,MFR-03037,candidate,B,new
UDE(涌德电子),UDE(涌德电子),MFR-03004,candidate,B,new
Unilc(紫光国芯),Unilc(紫光国芯),MFR-03032,candidate,B,new
UNITEK(优越者),UNITEK(优越者),MFR-03017,candidate,B,new
VO(翔胜),VO(翔胜),MFR-03057,candidate,B,new
VISOM,VISOM,MFR-03054,candidate,B,new
VIVA(昱盛),VIVA(昱盛),MFR-03055,candidate,B,new
Vollgo(沃进),Vollgo(沃进),MFR-03091,candidate,B,new
VLSI,VLSI,MFR-03056,review,A,new
VRERA(苏瑞),VRERA(苏瑞),MFR-03064,candidate,B,new
Viking(光颉),Viking(光颉),MFR-03082,candidate,B,new
VISHAY(威世),VISHAY(威世),MFR-03053,candidate,B,new
Verbatim(威宝),Verbatim(威宝),MFR-03076,candidate,B,new
VOT,VOT,MFR-03060,review,A,new
VersaLogic,VersaLogic,MFR-03079,candidate,B,new
VaOpto,VaOpto,MFR-03068,candidate,B,new
Varitronix,Varitronix,MFR-03073,candidate,B,new
Vitrohm,Vitrohm,MFR-03088,candidate,B,new
VIA Labs(威锋电子),VIA Labs(威锋电子),MFR-03044,candidate,B,new
Virtins Technology,Virtins Technology,MFR-03084,candidate,B,new
VINATech,VINATech,MFR-03050,candidate,B,new
VICTOR(胜利),VICTOR(胜利),MFR-03047,candidate,B,new
VCC,VCC,MFR-03040,review,A,new
Vector,Vector,MFR-03074,candidate,B,new
Visaton,Visaton,MFR-03085,candidate,B,new
Vanward(万和),Vanward(万和),MFR-03071,candidate,B,new
VENTION(威迅),VENTION(威迅),MFR-03042,candidate,B,new
Venkel,Venkel,MFR-03075,candidate,B,new
VANGO(万高),VANGO(万高),MFR-03039,candidate,B,new
VPSC(源特科技),VPSC(源特科技),MFR-03063,candidate,B,new
Vilsion,Vilsion,MFR-03083,candidate,B,new
VIIP(维爱普),VIIP(维爱普),MFR-03048,candidate,B,new
vaisala(维萨拉),vaisala(维萨拉),MFR-03553,candidate,B,new
VRK(威尔克),VRK(威尔克),MFR-03065,candidate,B,new
VINTEK(元泰),VINTEK(元泰),MFR-03052,candidate,B,new
VINDA(维达),VINDA(维达),MFR-03051,candidate,B,new
Vesper,Vesper,MFR-03081,candidate,B,new
vanxoak(万象奥科),vanxoak(万象奥科),MFR-03554,candidate,B,new
Vandess,Vandess,MFR-03069,candidate,B,new
Vogel(沃戈耳),Vogel(沃戈耳),MFR-03090,candidate,B,new
Vmade(威玛德),Vmade(威玛德),MFR-03089,candidate,B,new
Vergiga(威兆),Vergiga(威兆),MFR-03077,candidate,B,new
Vishay Micro-Measurements(威势应变片),Vishay Micro-Measurements(威势应变片),MFR-03087,candidate,B,new
VersaSense,VersaSense,MFR-03080,candidate,B,new
VT(首科),VT(首科),MFR-03067,candidate,B,new
VDR(嵩隆),VDR(嵩隆),MFR-03041,candidate,B,new
Vanjee(万集),Vanjee(万集),MFR-03070,candidate,B,new
VIIYONG(微容),VIIYONG(微容),MFR-03049,candidate,B,new
VICOR,VICOR,MFR-03046,candidate,B,new
VAC,VAC,MFR-03038,review,A,new
VOLTAIC(无锡沃达科),VOLTAIC(无锡沃达科),MFR-03058,candidate,B,new
VIBRATION(振浩微),VIBRATION(振浩微),MFR-03045,candidate,B,new
VESTUN(威仕盾),VESTUN(威仕盾),MFR-03043,candidate,B,new
VP(中芯集成),VP(中芯集成),MFR-03062,candidate,B,new
VONTRON(时代沃顿),VONTRON(时代沃顿),MFR-03059,candidate,B,new
VSS(威萨),VSS(威萨),MFR-03066,candidate,B,new
Voltcraft(沃卡福),Voltcraft(沃卡福),MFR-03092,candidate,B,new
VOX Power,VOX Power,MFR-03061,candidate,B,new
Vero Technologies,Vero Technologies,MFR-03078,candidate,B,new
VariMark(威码),VariMark(威码),MFR-03072,candidate,B,new
WTSCAP(闻亭),WTSCAP(闻亭),MFR-03154,candidate,B,new
weidmuller(魏德米勒),weidmuller(魏德米勒),MFR-03557,candidate,B,new
WOPOW(沃品),WOPOW(沃品),MFR-03146,candidate,B,new
Winsemi(稳先微),Winsemi(稳先微),MFR-03184,candidate,B,new
沃尔,沃尔,MFR-03735,review,A,new
WTL(维拓),WTL(维拓),MFR-03153,candidate,B,new
沃特概尔,沃特概尔,MFR-03736,candidate,B,new
WIMA,WIMA,MFR-03130,review,A,new
WZ(伟正),WZ(伟正),MFR-03156,candidate,B,new
WDGAGE(韦度电子),WDGAGE(韦度电子),MFR-03106,candidate,B,new
WEKEM(威克姆),WEKEM(威克姆),MFR-03118,candidate,B,new
WCH(南京沁恒),WCH(南京沁恒),MFR-03105,candidate,B,new
WDWL(万德),WDWL(万德),MFR-03107,candidate,B,new
WIER(微尔),WIER(微尔),MFR-03127,candidate,B,new
Wcon(维峰电子),Wcon(维峰电子),MFR-03167,candidate,B,new
WIRELESS(维尔乐思),WIRELESS(维尔乐思),MFR-03135,candidate,B,new
Wild Goose(威谷),Wild Goose(威谷),MFR-03177,candidate,B,new
Waferbest(匠芯微),Waferbest(匠芯微),MFR-03157,candidate,B,new
WEINVIEW(威纶通),WEINVIEW(威纶通),MFR-03116,candidate,B,new
Wonpro(稳不落),Wonpro(稳不落),MFR-03194,candidate,B,new
Winsen(炜盛),Winsen(炜盛),MFR-03185,candidate,B,new
WNK(合肥皖科),WNK(合肥皖科),MFR-03142,candidate,B,new
WAGO(万可),WAGO(万可),MFR-03094,candidate,B,new
wisesun(维晟),wisesun(维晟),MFR-03558,candidate,B,new
Winbond(华邦),Winbond(华邦),MFR-03179,candidate,B,new
Warmoka,Warmoka,MFR-03163,candidate,B,new
WAVE(兴威帆电子),WAVE(兴威帆电子),MFR-03102,candidate,B,new
WELDAS(威特仕),WELDAS(威特仕),MFR-03119,candidate,B,new
worldsemi,worldsemi,MFR-03560,candidate,B,new
wnre(维诺尔),wnre(维诺尔),MFR-03559,candidate,B,new
WIZNET,WIZNET,MFR-03138,candidate,B,new
WILLSEMI(韦尔),WILLSEMI(韦尔),MFR-03129,candidate,B,new
WONDHOPE ELECTRIC(万瑞和电子),WONDHOPE ELECTRIC(万瑞和电子),MFR-03144,candidate,B,new
稳态,稳态,MFR-03774,review,A,new
Walsin(华新科),Walsin(华新科),MFR-03161,candidate,B,new
Weller,Weller,MFR-03170,candidate,B,new
Wakefield-Vette,Wakefield-Vette,MFR-03158,candidate,B,new
WIKA(威卡),WIKA(威卡),MFR-03128,candidate,B,new
Winchester Interconnect,Winchester Interconnect,MFR-03182,candidate,B,new
woshine(华信),woshine(华信),MFR-03561,candidate,B,new
WINKEE(云茂智能),WINKEE(云茂智能),MFR-03132,candidate,B,new
WIDETECH(为道),WIDETECH(为道),MFR-03125,candidate,B,new
Winstable(稳斯坦),Winstable(稳斯坦),MFR-03187,candidate,B,new
WEIDA(韦达),WEIDA(韦达),MFR-03111,candidate,B,new
WINSTAR(华凌光电),WINSTAR(华凌光电),MFR-03134,candidate,B,new
WPMtek(维攀),WPMtek(维攀),MFR-03149,candidate,B,new
WF(伟烽),WF(伟烽),MFR-03123,candidate,B,new
WG(威工),WG(威工),MFR-03124,candidate,B,new
WEIGEWA(威格瓦),WEIGEWA(威格瓦),MFR-03113,candidate,B,new
WOLFSPEED,Wolfspeed,MFR-03192,active,A,seed_alias
WALTER(华德),WALTER(华德),MFR-03099,candidate,B,new
WINDAY(威迪),WINDAY(威迪),MFR-03131,candidate,B,new
Weedspread(萍生微),Weedspread(萍生微),MFR-03169,candidate,B,new
WRG(旺荣集团),WRG(旺荣集团),MFR-03151,candidate,B,new
Wincap(星凯),Wincap(星凯),MFR-03180,candidate,B,new
WELL SOURCE(海濎),WELL SOURCE(海濎),MFR-03120,candidate,B,new
无锡友达,无锡友达,MFR-03699,candidate,B,new
WQC(威庆),WQC(威庆),MFR-03150,candidate,B,new
WEC,WEC,MFR-03108,review,A,new
WORLD KITCHEN(康宁),WORLD KITCHEN(康宁),MFR-03147,candidate,B,new
WECO(威克德诺),WECO(威克德诺),MFR-03109,candidate,B,new
WERMA USA Inc.,WERMA USA Inc.,MFR-03122,candidate,B,new
WIZTANK(威力泰克),WIZTANK(威力泰克),MFR-03139,candidate,B,new
WingTAT(格林柏),WingTAT(格林柏),MFR-03183,candidate,B,new
维修佬,维修佬,MFR-03783,review,A,new
Wonder Grip(多给力),Wonder Grip(多给力),MFR-03193,candidate,B,new
Wurth(伍尔特),Wurth(伍尔特),MFR-03196,candidate,B,new
warrior(回力),warrior(回力),MFR-03556,candidate,B,new
WELLDAY(维德医疗),WELLDAY(维德医疗),MFR-03121,candidate,B,new
wanptek(固测),wanptek(固测),MFR-03555,candidate,B,new
WEIPU(威浦),WEIPU(威浦),MFR-03117,candidate,B,new
Westinghouse(西屋),Westinghouse(西屋),MFR-03175,candidate,B,new
WEIHONG INDUCTION(维宏感应),WEIHONG INDUCTION(维宏感应),MFR-03114,candidate,B,new
Wenshan(文善),Wenshan(文善),MFR-03171,candidate,B,new
拓朴微,拓朴微,MFR-03689,review,A,new
Wisol(威盛),Wisol(威盛),MFR-03191,candidate,B,new
WeEn(瑞能),WeEn(瑞能),MFR-03168,candidate,B,new
WEILIN(伟林-中昊),WEILIN(伟林-中昊),MFR-03115,candidate,B,new
网讯,网讯,MFR-03787,review,A,new
无锡紫光微,无锡紫光微,MFR-03701,candidate,B,new
Wireless-tag(启明云端),Wireless-tag(启明云端),MFR-03189,candidate,B,new
WIELAND(威琅电气),WIELAND(威琅电气),MFR-03126,candidate,B,new
WORX(威克士),WORX(威克士),MFR-03148,candidate,B,new
Wuxi Maxinmicro(无锡明芯微),Wuxi Maxinmicro(无锡明芯微),MFR-03197,candidate,B,new
WALSON(万盛),WALSON(万盛),MFR-03098,candidate,B,new
文豪永顺,文豪永顺,MFR-03692,candidate,B,new
WAIN(唯恩电气),WAIN(唯恩电气),MFR-03095,candidate,B,new
WOODPECKER(啄木鸟),WOODPECKER(啄木鸟),MFR-03145,candidate,B,new
五星盾,五星盾,MFR-03589,review,A,new
万普盾,万普盾,MFR-03573,review,A,new
WINSOK(微硕),WINSOK(微硕),MFR-03133,candidate,B,new
Wesser(威逊),Wesser(威逊),MFR-03173,candidate,B,new
无锡松朗微,无锡松朗微,MFR-03700,candidate,B,new
Walch(威露士),Walch(威露士),MFR-03159,candidate,B,new
WT(唯创知音),WT(唯创知音),MFR-03152,candidate,B,new
WANJIE(万捷),WANJIE(万捷),MFR-03100,candidate,B,new
WOLFCRAFT,WOLFCRAFT,MFR-03143,candidate,B,new
Winslow ADAPTICs,Winslow ADAPTICs,MFR-03186,candidate,B,new
Wayon(上海维安),Wayon(上海维安),MFR-03166,candidate,B,new
WAKEFIELD,WAKEFIELD,MFR-03096,candidate,B,new
WALDOM ELECTRONICS,WALDOM ELECTRONICS,MFR-03097,candidate,B,new
Wera (维拉),Wera (维拉),MFR-03172,candidate,B,new
"Wamco, Inc.","Wamco, Inc.",MFR-03162,candidate,B,new
Waveshare(微雪电子),Waveshare(微雪电子),MFR-03165,candidate,B,new
Wipestar(卫普士),Wipestar(卫普士),MFR-03188,candidate,B,new
Western Digital(西部数据),Western Digital(西部数据),MFR-03174,candidate,B,new
WEIDY(纬迪),WEIDY(纬迪),MFR-03112,candidate,B,new
Winchen(威勤),Winchen(威勤),MFR-03181,candidate,B,new
WMEC(万明),WMEC(万明),MFR-03141,candidate,B,new
WASITES(华知科),WASITES(华知科),MFR-03101,candidate,B,new
WEDO(维度),WEDO(维度),MFR-03110,candidate,B,new
WXNSIC(国硅集成),WXNSIC(国硅集成),MFR-03155,candidate,B,new
WK(鑫唯科),WK(鑫唯科),MFR-03140,candidate,B,new
Watterott,Watterott,MFR-03164,candidate,B,new
WAVEPIA,WAVEPIA,MFR-03103,candidate,B,new
WISILICA,WISILICA,MFR-03136,candidate,B,new
Whitman Controls,Whitman Controls,MFR-03176,candidate,B,new
WITHWAVE,WITHWAVE,MFR-03137,candidate,B,new
Xunda(讯达),Xunda(讯达),MFR-03261,candidate,B,new
Xicon,Xicon,MFR-03255,candidate,B,new
XTY(新天源),XTY(新天源),MFR-03243,candidate,B,new
XINGHANGFA(兴航发),XINGHANGFA(兴航发),MFR-03217,candidate,B,new
鑫雁,鑫雁,MFR-03814,review,A,new
XUMAO(旭茂微),XUMAO(旭茂微),MFR-03245,candidate,B,new
XYN(新业诺),XYN(新业诺),MFR-03251,candidate,B,new
XINJIAO(新骄),XINJIAO(新骄),MFR-03219,candidate,B,new
芯粤气囊,芯粤气囊,MFR-03794,candidate,B,new
AMD/XILINX(赛灵思),AMD/XILINX(赛灵思),MFR-00070,candidate,B,new
欣富业,欣富业,MFR-03726,review,A,new
XINGAN FIRE(兴安消防),XINGAN FIRE(兴安消防),MFR-03215,candidate,B,new
XINGLIGHT(成兴光),XINGLIGHT(成兴光),MFR-03218,candidate,B,new
XDEC(轩达),XDEC(轩达),MFR-03202,candidate,B,new
XINYUECHANGHUI(新越昌晖),XINYUECHANGHUI(新越昌晖),MFR-03224,candidate,B,new
XBLW(芯伯乐),XBLW(芯伯乐),MFR-03199,candidate,B,new
XYECONN(辛译),XYECONN(辛译),MFR-03250,candidate,B,new
